hash,human_overall,ai_overall
4990b3c9a4c18d962d1304ba90e80857f3dd51e1,0.39999999999999997,0.9166666666666666
10b8a79fbc47438f62f1f44522b01a0f497e0c69,0.5514871794871795,0.8152820512820513
48bd006c662617bbc0b605cc9917beffe04faceb,0.6634358974358975,0.9062820512820512
5070928e3c30ac5966a782cd2be6e50a77b9b7a2,0.5333333333333333,0.896846153846154
7f6340ab5db2409e6559ae46ffa32900de4d22d3,0.6666666666666666,0.8842564102564102
fe94f095ec42bd3d6110d95a809ee52330338168,0.3805641025641026,0.85
96a81a6e6a863d7afc5906c5a80baa2f06a822ef,0.5714871794871795,0.8677692307692307
c8a64ded737406b8e6d1b7cf5510681ac2200d5d,0.3138974358974359,0.862128205128205
d81ff95b38bb4d30802ef871033326624f0c1672,0.5333333333333333,0.8024102564102563
5174657abb53f1570e5f8b75e5ee88e7745b847a,0.6666666666666666,0.8508461538461538
d68f72ab97c30e82e84e5bed27cd60e21079145a,0.6666666666666666,0.8282820512820512
a9b7ba5b06a0c4cbcbed6e322fc7f3ab8e52b5b5,0.6666666666666666,0.8981282051282052
5be2a9c3532c7a0037ec6aec08489888f13d266f,0.42323076923076924,0.6916410256410256
edf64e5638625e489d42c2f208aa433d6bdb8a37,0.6666666666666666,0.769
79ea6d2f395907c9afe4177a0bb0f719def9b153,0.5333333333333333,0.9166666666666666
7d3352d4de269c541ff18e0ea6ce0e2b0b9256a8,0.6634358974358975,0.6155128205128205
0f96633aaa1bbcb4d7e39b6766f51c1ee0481d15,0.6666666666666666,0.8586666666666667
e2051a03d5e76af3267bb7e22e6ea6c3e0caebf6,0.6666666666666666,0.9166666666666666
83a7ae4a6c74aab4f79dfed12ae0436394a30146,0.3805641025641026,0.9150512820512821
